Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Device Model_OnePlus 9,Device Model_Samsung Galaxy S21,Device Model_Xiaomi Mi 11,Device Model_iPhone 12,Battery_per_App_Usage,Data_per_App_Usage,App_Screen_Ratio,Usage_Intensity,Age_Group,Digital_Footprint
0,52,1.2,398,14,172,24,1,1,1,0,0,0,7.5094,3.2453,42.9752,728,0,0.2888
0,397,7.0,2352,77,1101,46,1,4,1,0,0,0,5.9095,2.7663,56.6334,30569,3,1.8906
0,424,7.7,1863,65,1116,52,0,4,0,0,1,0,4.3835,2.6259,54.9935,27560,3,1.7784
0,272,5.0,1655,45,686,19,1,3,0,0,1,0,6.0623,2.5128,54.2914,12240,0,1.2825
0,201,4.0,1791,50,914,18,0,3,0,0,1,0,8.8663,4.5248,50.1247,10050,0,1.3006
0,570,9.0,2613,98,2497,49,1,5,0,0,1,0,4.5762,4.373,63.263,55860,3,2.8262
0,64,1.3,490,14,151,43,1,1,0,0,1,0,7.5385,2.3231,48.855,896,2,0.3312
1,334,6.6,2394,68,1227,46,1,4,0,0,0,1,7.1463,3.6627,50.5295,22712,3,1.8498
1,518,9.6,2954,93,2125,34,1,5,0,0,0,1,5.6917,4.0944,53.9022,48174,1,2.7042
0,70,1.7,359,10,109,57,0,1,0,1,0,0,5.0563,1.5352,40.9357,700,3,0.2807
1,334,6.8,2000,77,1079,40,1,4,0,0,0,1,5.9701,3.2209,49.0455,25718,2,1.6589
0,563,8.4,2849,85,1508,25,0,5,0,0,1,0,5.0514,2.6738,66.9441,47855,1,2.4973
1,181,4.1,1608,43,752,22,1,3,0,0,0,1,8.8352,4.1319,44.0389,7783,0,1.1411
0,584,9.4,2766,84,2151,32,0,5,1,0,0,0,4.7282,3.6769,62.0616,49056,1,2.7622
0,208,4.7,1642,45,861,55,0,3,0,1,0,0,7.8565,4.1196,44.1614,9360,3,1.2413
0,381,6.6,2160,69,1450,20,0,4,0,1,0,0,5.6545,3.7958,57.6399,26289,0,1.9395
0,426,6.5,1969,78,1266,53,1,4,0,0,1,0,4.6112,2.9649,65.4378,33228,3,1.8773
0,284,4.2,1360,56,888,51,0,3,1,0,0,0,4.7719,3.1158,67.4584,15904,3,1.2849
0,105,2.2,1002,29,453,31,1,2,0,0,0,0,9.4528,4.2736,47.5113,3045,1,0.6918
0,179,2.3,1014,32,588,38,0,2,0,0,0,0,5.6333,3.2667,77.4892,5728,2,0.8736
1,122,2.6,639,37,568,35,0,2,0,0,0,1,5.1951,4.6179,46.7433,4514,2,0.645
0,501,11.9,2702,88,1738,49,0,5,1,0,0,0,5.3825,3.4622,42.0655,44088,3,2.4366
0,269,5.9,1666,42,629,32,1,3,0,0,1,0,6.1704,2.3296,45.5161,11298,1,1.2584
0,230,4.4,1607,52,878,54,0,3,0,0,0,0,6.9567,3.8009,52.1542,11960,3,1.2732
0,85,1.6,417,12,122,47,0,1,0,0,1,0,4.8488,1.4186,52.795,1020,3,0.3303
0,411,7.8,2029,75,1136,33,1,4,0,1,0,0,4.9248,2.7573,52.6248,30825,1,1.8202
0,73,1.7,403,12,163,51,0,1,0,1,0,0,5.4459,2.2027,42.6901,876,3,0.322
0,39,1.7,530,11,268,26,1,1,0,0,1,0,13.25,6.7,22.807,429,1,0.3496
1,386,7.7,2114,72,1209,51,0,4,0,0,0,1,5.4625,3.124,50.0649,27792,3,1.836
0,49,1.3,542,16,169,54,1,1,0,0,0,0,10.84,3.38,37.4046,784,3,0.3307
0,411,6.9,1820,70,1024,43,0,4,0,0,0,0,4.4175,2.4854,59.479,28770,2,1.7055
0,534,10.8,2805,90,1538,37,0,5,1,0,0,0,5.243,2.8748,49.3987,48060,2,2.4461
0,314,7.4,2136,64,1376,47,1,4,0,1,0,0,6.781,4.3683,42.3752,20096,3,1.7898
0,211,4.0,1519,54,811,29,1,3,0,0,1,0,7.1651,3.8255,52.6185,11394,1,1.1852
0,121,3.7,619,36,473,47,0,2,1,0,0,0,5.0738,3.877,32.6146,4356,3,0.5986
0,84,1.2,415,10,146,50,0,1,0,0,0,0,4.8824,1.7176,69.4215,840,3,0.3376
0,448,7.6,2199,66,1047,28,0,4,1,0,0,0,4.8976,2.3318,58.8699,29568,1,1.9032
0,55,1.6,360,19,149,30,0,1,0,0,0,0,6.4286,2.6607,34.1615,1045,1,0.2719
0,59,1.8,497,10,208,36,1,1,0,0,0,0,8.2833,3.4667,32.5967,590,2,0.348
0,226,4.5,1781,45,649,27,1,3,0,0,1,0,7.8458,2.859,50.1109,10170,1,1.2329
0,580,8.5,2660,87,1795,52,0,5,0,1,0,0,4.5783,3.0895,68.1551,50460,3,2.5775
0,65,1.8,481,18,130,41,0,1,1,0,0,0,7.2879,1.9697,35.9116,1170,2,0.3215
0,458,6.6,2214,67,1163,31,1,4,1,0,0,0,4.8235,2.5338,69.289,30686,1,1.9714
1,170,2.7,805,26,344,53,1,2,0,0,0,1,4.7076,2.0117,62.7306,4420,3,0.691
1,264,5.2,1641,44,778,44,0,3,0,0,0,1,6.1925,2.9358,50.6718,11616,2,1.3013
0,122,3.3,748,35,499,59,1,2,0,0,1,0,6.0813,4.0569,36.858,4270,3,0.6538
0,420,6.5,2113,65,1314,35,0,4,0,0,1,0,5.019,3.1211,64.5161,27300,2,1.9346
1,267,4.4,1505,59,971,38,1,3,0,0,0,1,5.6157,3.6231,60.5442,15753,2,1.3382
1,469,6.0,2290,67,1086,34,1,4,0,0,0,1,4.8723,2.3106,78.0366,31423,1,1.9843
1,541,11.4,2443,89,1923,34,1,5,0,0,0,1,4.5074,3.548,47.4145,48149,1,2.491
1,155,2.9,1117,22,322,19,1,2,0,0,0,1,7.1603,2.0641,53.2646,3410,0,0.7614
0,106,2.8,686,32,594,27,0,2,1,0,0,0,6.4112,5.5514,37.7224,3392,1,0.6443
0,243,5.0,1232,47,877,43,0,3,1,0,0,0,5.0492,3.5943,48.503,11421,2,1.1692
0,410,7.5,2176,68,1213,45,1,4,1,0,0,0,5.2944,2.9513,54.5939,27880,3,1.8984
1,285,5.1,1226,57,666,20,1,3,0,0,0,1,4.2867,2.3287,55.773,16245,0,1.1529
0,397,6.8,2027,66,1167,40,0,4,1,0,0,0,5.093,2.9322,58.2966,26202,2,1.8085
0,230,4.2,1507,51,868,25,1,3,0,1,0,0,6.5238,3.7576,54.6318,11730,1,1.2357
1,341,7.2,2397,68,1055,32,1,4,0,0,0,1,7.0088,3.0848,47.2954,23188,1,1.7936
0,132,2.9,1054,32,563,20,0,2,0,0,0,0,7.9248,4.2331,45.3608,4224,0,0.7984
0,130,3.0,820,21,308,49,1,2,0,0,1,0,6.2595,2.3511,43.1894,2730,3,0.6147
1,281,4.9,1566,59,632,29,0,3,0,0,0,1,5.5532,2.2411,57.2301,16579,1,1.2462
0,74,2.0,320,11,103,55,1,1,1,0,0,0,4.2667,1.3733,36.8159,814,3,0.2719
0,299,4.3,1737,43,953,42,1,3,1,0,0,0,5.79,3.1767,69.3735,12857,2,1.462
0,116,2.2,827,29,434,28,1,2,0,0,0,0,7.0684,3.7094,52.4887,3364,1,0.6441
0,408,6.6,2026,63,1076,47,1,4,1,0,0,0,4.9535,2.6308,61.7247,25704,3,1.7901
0,508,11.3,2590,81,2481,51,0,5,0,0,0,0,5.0884,4.8743,44.916,41148,3,2.7084
1,227,4.4,1275,56,984,22,1,3,0,0,0,1,5.5921,4.3158,51.4739,12712,0,1.1997
0,274,6.0,1489,56,666,57,1,3,0,0,0,0,5.4145,2.4218,45.5907,15344,3,1.2224
0,347,6.3,2001,61,1456,21,1,4,0,0,0,0,5.75,4.1839,54.9921,21167,0,1.8319
0,76,1.3,490,14,156,31,1,1,0,0,1,0,6.3636,2.026,58.0153,1064,1,0.3533
1,445,7.5,2007,78,1115,23,0,4,0,0,0,1,4.5,2.5,59.2543,34710,0,1.8612
0,203,4.3,1554,54,638,25,1,3,1,0,0,0,7.6176,3.1275,47.0998,10962,1,1.1142
0,199,6.0,1707,57,881,55,0,3,0,1,0,0,8.535,4.405,33.1115,11343,3,1.2559
0,48,2.0,574,18,127,24,1,1,1,0,0,0,11.7143,2.5918,23.8806,864,0,0.3229
0,88,1.6,420,12,274,31,1,1,1,0,0,0,4.7191,3.0787,54.6584,1056,1,0.3972
1,541,8.3,2865,89,1820,42,1,5,0,0,0,1,5.286,3.3579,65.1023,48149,2,2.5908
0,233,4.6,1534,49,796,21,1,3,0,0,0,0,6.5556,3.4017,50.5423,11417,0,1.2209
1,176,3.8,727,36,362,47,1,2,0,0,0,1,4.1073,2.0452,46.1942,6336,3,0.6822
0,191,6.0,1762,45,904,54,0,3,1,0,0,0,9.1771,4.7083,31.7804,8595,3,1.2701
0,461,7.5,2001,69,1324,34,1,4,0,0,0,0,4.3312,2.8658,61.3848,31809,1,1.9697
0,37,1.5,375,18,246,46,1,1,0,1,0,0,9.8684,6.4737,24.5033,666,3,0.2857
0,531,9.8,2905,99,1632,45,1,5,1,0,0,0,5.4605,3.0677,54.1284,52569,3,2.5121
0,473,7.9,2292,62,1472,44,0,4,0,1,0,0,4.8354,3.1055,59.7977,29326,2,2.1463
0,30,1.3,561,15,252,34,0,1,0,1,0,0,18.0968,8.129,22.9008,450,1,0.3385
1,306,6.1,2267,70,1449,46,0,4,0,0,0,1,7.3844,4.7199,50.0818,21420,3,1.8494
1,64,1.2,590,13,155,30,0,1,0,0,0,1,9.0769,2.3846,52.8926,832,1,0.3662
1,75,1.0,435,13,223,43,0,1,0,0,0,1,5.7237,2.9342,74.2574,975,2,0.3601
1,597,10.3,2718,90,1863,26,1,5,0,0,0,1,4.5452,3.1154,57.9049,53730,1,2.6525
1,529,10.5,2971,87,1683,56,0,5,0,0,0,1,5.6057,3.1755,50.333,46023,3,2.5513
1,290,6.0,1533,54,645,57,1,3,0,0,0,1,5.268,2.2165,48.2529,15660,3,1.2555
1,256,5.8,1309,52,840,43,0,3,0,0,0,1,5.0934,3.2685,44.062,13312,2,1.2019
1,308,7.7,1974,73,1431,37,1,4,0,0,0,1,6.3883,4.6311,39.9481,22484,2,1.7477
0,156,3.3,1020,38,447,57,1,2,1,0,0,0,6.4968,2.8471,47.1299,5928,3,0.7807
0,62,1.4,542,18,266,46,0,1,0,1,0,0,8.6032,4.2222,43.9716,1116,3,0.3913
0,156,3.8,866,34,510,26,0,2,0,0,0,0,5.5159,3.2484,40.9449,5304,1,0.7545
0,303,7.4,2314,66,1387,34,0,4,0,1,0,0,7.6118,4.5625,40.8907,19998,1,1.8353
0,463,6.9,2111,73,1463,54,0,4,0,1,0,0,4.5496,3.153,67.0043,33799,3,2.0655
0,60,1.5,593,14,281,35,1,1,0,0,0,0,9.7213,4.6066,39.7351,840,2,0.411
0,225,4.6,1230,52,954,20,1,3,0,0,0,0,5.4425,4.2212,48.8069,11700,0,1.1693
0,379,7.5,1823,68,1075,53,1,4,0,1,0,0,4.7974,2.8289,50.466,25772,3,1.6734
0,53,1.4,455,14,106,54,1,1,1,0,0,0,8.4259,1.963,37.5887,742,3,0.2831
0,30,1.9,574,19,287,45,0,1,0,1,0,0,18.5161,9.2581,15.7068,570,3,0.3569
1,291,4.1,1326,51,905,55,1,3,0,0,0,1,4.5411,3.0993,70.8029,14841,3,1.2921
1,488,9.5,2840,92,1986,48,1,5,0,0,0,1,5.8078,4.0613,51.3144,44896,3,2.5603
0,74,2.0,366,13,253,44,1,1,0,0,0,0,4.88,3.3733,36.8159,962,2,0.3474
0,230,4.6,1325,55,845,54,1,3,0,1,0,0,5.7359,3.658,49.8915,12650,3,1.1657
0,517,11.8,2435,86,2208,26,0,5,0,1,0,0,4.7008,4.2625,43.7765,44462,1,2.5624
0,557,10.4,2900,97,1609,22,0,5,1,0,0,0,5.1971,2.8835,53.5062,54029,0,2.5447
0,78,1.5,341,11,259,38,1,1,0,0,1,0,4.3165,3.2785,51.6556,858,2,0.3481
1,321,7.9,2159,64,1499,45,0,4,0,0,0,1,6.705,4.6553,40.5815,20544,3,1.8585
0,579,8.6,2539,84,1935,34,0,5,0,0,1,0,4.3776,3.3362,67.2474,48636,1,2.5915
0,382,7.2,1965,67,1341,22,0,4,1,0,0,0,5.1305,3.5013,52.982,25594,0,1.8324
0,516,11.6,2464,82,1767,29,1,5,0,0,1,0,4.766,3.4178,44.4444,42312,1,2.3938
0,598,11.2,2876,85,2477,58,1,5,1,0,0,0,4.8013,4.1352,53.3452,50830,3,2.9529
0,102,3.9,747,36,408,49,1,2,1,0,0,0,7.2524,3.9612,26.087,3672,3,0.5835
1,165,2.4,816,35,503,34,0,2,0,0,0,1,4.9157,3.0301,68.4647,5775,1,0.75
1,558,9.8,2765,83,1548,25,1,5,0,0,0,1,4.9463,2.7692,56.8807,46314,1,2.4769
0,561,10.6,2547,86,1823,22,0,5,0,0,0,0,4.532,3.2438,52.8746,48246,0,2.5192
0,511,10.9,2514,91,2335,59,1,5,0,1,0,0,4.9102,4.5605,46.8378,46501,3,2.6296
0,560,11.3,2947,95,1663,25,1,5,0,0,0,0,5.2531,2.9643,49.5137,53200,1,2.5871
0,69,1.3,434,12,164,42,0,1,1,0,0,0,6.2,2.3429,52.6718,828,2,0.3261
0,44,1.1,531,17,232,26,0,1,1,0,0,0,11.8,5.1556,39.6396,748,1,0.3439
1,65,1.7,490,17,122,51,1,1,0,0,0,1,7.4242,1.8485,38.0117,1105,3,0.3213
0,458,6.0,1875,63,1072,31,1,4,0,0,0,0,4.085,2.3355,76.2063,28854,1,1.8217
0,525,10.8,2445,99,1623,57,0,5,0,1,0,0,4.6483,3.0856,48.5661,51975,3,2.3448
0,106,3.0,922,22,313,51,0,2,1,0,0,0,8.6168,2.9252,35.2159,2332,3,0.6107
1,188,4.6,1767,47,653,34,0,3,0,0,0,1,9.3492,3.455,40.7809,8836,1,1.1663
1,493,10.4,2453,99,1813,39,0,5,0,0,0,1,4.9656,3.67,47.3583,48807,2,2.3701
0,84,1.5,373,19,299,37,1,1,1,0,0,0,4.3882,3.5176,55.6291,1596,2,0.3848
0,104,2.9,653,35,322,30,0,2,1,0,0,0,6.219,3.0667,35.7388,3640,1,0.521
0,102,3.0,890,38,548,28,0,2,0,1,0,0,8.6408,5.3204,33.887,3876,1,0.6874
1,349,6.6,2041,78,1096,40,1,4,0,0,0,1,5.8314,3.1314,52.7988,27222,2,1.7045
0,98,2.0,925,32,457,28,0,2,1,0,0,0,9.3434,4.6162,48.7562,3136,1,0.656
0,72,1.3,461,13,199,32,0,1,0,1,0,0,6.3151,2.726,54.9618,936,1,0.3541
0,563,11.6,2968,92,2191,34,1,5,0,0,1,0,5.2624,3.8848,48.4927,51796,1,2.8106
0,119,2.8,775,31,313,50,1,2,0,0,1,0,6.4583,2.6083,42.3488,3689,3,0.5833
0,311,7.9,2231,69,1021,36,0,4,1,0,0,0,7.1506,3.2724,39.3173,21459,2,1.6744
0,337,6.1,1901,76,1359,58,0,4,1,0,0,0,5.6243,4.0207,55.1555,25612,3,1.7429
0,168,3.5,1055,29,313,54,0,2,0,1,0,0,6.2426,1.8521,47.8632,4872,3,0.7588
1,331,7.4,2129,66,1459,53,0,4,0,0,0,1,6.4127,4.3946,44.6694,21846,3,1.8491
0,589,9.2,2663,84,1774,45,1,5,0,0,0,0,4.5136,3.0068,63.9522,49476,3,2.5851
0,472,6.8,2288,61,1356,52,0,4,0,0,1,0,4.8372,2.8668,69.3098,28792,3,2.0968
0,78,1.1,437,14,143,27,1,1,0,0,1,0,5.5316,1.8101,70.2703,1092,1,0.3337
1,517,11.6,2798,90,2175,20,0,5,0,0,0,1,5.4015,4.1988,44.5306,46530,0,2.6704
0,41,1.6,323,18,221,43,1,1,1,0,0,0,7.6905,5.2619,25.4658,738,2,0.265
0,49,1.5,571,10,203,29,0,1,1,0,0,0,11.42,4.06,32.4503,490,1,0.354
0,522,11.1,2821,86,1891,42,0,5,0,0,1,0,5.3939,3.6157,46.9847,44892,2,2.5728
0,97,2.7,612,36,508,53,0,2,0,0,0,0,6.2449,5.1837,35.7934,3492,3,0.5701
1,411,7.4,1960,71,1264,40,0,4,0,0,0,1,4.7573,3.068,55.4656,29181,2,1.8484
0,566,8.6,2595,89,1657,51,1,5,0,1,0,0,4.5767,2.9224,65.7375,50374,3,2.4771
1,559,8.2,2618,84,2102,22,1,5,0,0,0,1,4.675,3.7536,68.0877,46956,0,2.6513
0,478,7.3,2340,69,1017,43,1,4,0,0,0,0,4.8852,2.1232,65.3899,32982,2,1.9884
0,147,3.2,994,33,567,25,1,2,0,0,1,0,6.7162,3.8311,45.7944,4851,1,0.805
0,395,7.3,2291,61,1049,55,1,4,1,0,0,0,5.7854,2.649,54.0356,24095,3,1.8461
0,357,7.8,2289,74,1242,22,1,4,0,1,0,0,6.3939,3.4693,45.7106,26418,0,1.8592
0,405,6.9,2366,61,1434,51,0,4,0,0,0,0,5.8276,3.532,58.6107,24705,3,2.0421
0,501,11.8,2790,86,2074,31,1,5,0,1,0,0,5.5578,4.1315,42.4217,43086,1,2.6006
0,575,8.2,2918,88,1928,50,0,5,0,0,1,0,5.066,3.3472,70.0365,50600,3,2.7086
0,257,5.1,1692,46,769,52,1,3,1,0,0,0,6.5581,2.9806,50.2935,11822,3,1.3031
1,270,5.0,1532,51,957,35,0,3,0,0,0,1,5.6531,3.5314,53.8922,13770,2,1.3466
0,116,2.0,1171,22,573,33,1,2,0,0,0,0,10.0085,4.8974,57.7114,2552,1,0.8147
1,98,2.3,608,24,394,56,0,2,0,0,0,1,6.1414,3.9798,42.4242,2352,3,0.5248
0,264,5.1,1293,52,737,27,1,3,0,0,1,0,4.8792,2.7811,51.6634,13728,1,1.1686
0,572,11.7,2655,91,2481,57,1,5,0,1,0,0,4.6335,4.3298,48.8471,52052,3,2.8372
0,202,4.9,1549,43,964,27,1,3,0,0,1,0,7.6305,4.7488,41.1405,8686,1,1.2414
1,83,1.4,454,11,228,46,0,1,0,0,0,1,5.4048,2.7143,58.8652,913,3,0.3818
1,32,1.4,416,12,198,56,0,1,0,0,0,1,12.6061,6.0,22.695,384,3,0.2718
1,168,3.2,716,38,414,43,0,2,0,0,0,1,4.2367,2.4497,52.3364,6384,2,0.686
1,416,6.1,2115,71,1041,22,1,4,0,0,0,1,5.0719,2.4964,68.0851,29536,0,1.8192
0,46,1.1,536,18,167,28,1,1,0,0,1,0,11.4043,3.5532,41.4414,828,1,0.3229
0,201,5.0,1482,59,709,24,0,3,1,0,0,0,7.3366,3.5099,40.1198,11859,0,1.1152
0,130,2.8,1062,24,579,37,0,2,0,1,0,0,8.1069,4.4198,46.2633,3120,2,0.8041
0,98,2.4,747,36,403,44,1,2,1,0,0,0,7.5455,4.0707,40.6639,3528,2,0.5749
0,105,3.8,967,28,489,51,0,2,1,0,0,0,9.1226,4.6132,27.5591,2940,3,0.6945
0,94,2.3,1033,33,369,58,0,2,0,0,1,0,10.8737,3.8842,40.6926,3102,3,0.6501
0,540,10.1,2757,90,2180,37,0,5,0,0,1,0,5.0961,4.0296,53.4125,48600,2,2.6972
1,266,5.5,1238,59,839,22,0,3,0,0,0,1,4.6367,3.1423,48.2759,15694,0,1.1945
1,140,3.8,1137,36,506,53,0,2,0,0,0,1,8.0638,3.5887,36.7454,5040,3,0.8166
0,534,10.4,2672,90,1702,51,0,5,0,0,0,0,4.9944,3.1813,51.2968,48060,3,2.4673
0,46,2.0,309,15,116,42,0,1,1,0,0,0,6.5745,2.4681,22.8856,690,2,0.2266
1,581,8.4,2591,99,2304,58,0,5,0,0,0,1,4.4519,3.9588,69.0844,57519,3,2.76
0,105,3.4,798,21,467,34,1,2,0,0,1,0,7.5283,4.4057,30.7918,2205,1,0.6292
0,221,4.4,1341,46,862,20,0,3,1,0,0,0,6.0405,3.8829,50.1134,10166,0,1.1628
1,41,1.7,408,16,291,34,0,1,0,0,0,1,9.7143,6.9286,23.9766,656,1,0.3214
0,105,3.0,728,24,343,52,1,2,1,0,0,0,6.8679,3.2358,34.8837,2520,3,0.5562
0,123,3.9,915,39,468,18,0,2,0,0,0,0,7.379,3.7742,31.4578,4797,0,0.6988
0,260,5.7,1725,56,920,36,1,3,0,0,0,0,6.6092,3.5249,45.5342,14560,2,1.3796
0,223,5.7,1295,44,751,39,0,3,0,1,0,0,5.7812,3.3527,39.0543,9812,2,1.1063
0,66,1.1,505,17,218,33,0,1,0,0,0,0,7.5373,3.2537,59.4595,1122,1,0.3664
1,231,4.0,1664,48,724,29,1,3,0,0,0,1,7.1724,3.1207,57.606,11088,1,1.2322
1,555,8.8,2540,97,2402,22,0,5,0,0,0,1,4.5683,4.3201,62.9966,53835,0,2.7387
0,378,7.2,1859,61,1318,58,0,4,0,1,0,0,4.905,3.4776,52.4272,23058,3,1.7811
0,546,8.8,2852,81,1641,24,0,5,1,0,0,0,5.2139,3.0,61.975,44226,0,2.5231
0,234,5.2,1604,58,919,58,0,3,0,1,0,0,6.8255,3.9106,44.9136,13572,3,1.2953
0,152,3.0,617,22,306,22,1,2,0,1,0,0,4.0327,2.0,50.4983,3344,0,0.5829
0,34,1.2,518,10,170,20,1,1,0,0,0,0,14.8,4.8571,28.0992,340,0,0.298
0,179,3.5,1114,30,466,56,0,2,0,1,0,0,6.1889,2.5889,50.9972,5370,3,0.8582
0,591,11.8,2953,92,1903,52,0,5,1,0,0,0,4.9882,3.2145,50.0423,54372,3,2.737
0,120,3.3,734,35,583,26,0,2,0,1,0,0,6.0661,4.8182,36.2538,4200,1,0.6794
0,88,1.3,557,13,164,43,0,1,0,0,0,0,6.2584,1.8427,67.1756,1144,2,0.3989
1,143,3.9,1160,24,398,45,0,2,0,0,0,1,8.0556,2.7639,36.5729,3432,3,0.7861
1,74,1.6,436,13,182,27,1,1,0,0,0,1,5.8133,2.4267,45.9627,962,1,0.3423
1,74,1.6,587,15,275,27,1,1,0,0,0,1,7.8267,3.6667,45.9627,1110,1,0.43
0,234,4.7,1707,55,871,46,0,3,1,0,0,0,7.2638,3.7064,49.6815,12870,3,1.3105
1,56,1.0,547,10,142,58,1,1,0,0,0,1,9.5965,2.4912,55.4455,560,3,0.3333
0,174,2.4,639,37,545,50,0,2,1,0,0,0,3.6514,3.1143,72.1992,6438,3,0.7227
0,523,9.0,2696,91,1561,20,1,5,0,1,0,0,5.145,2.979,58.0466,47593,0,2.4005
0,123,3.3,938,36,438,55,0,2,0,1,0,0,7.5645,3.5323,37.1601,4428,3,0.6945
0,216,5.9,1789,54,987,55,0,3,0,1,0,0,8.2442,4.5484,36.5482,11664,3,1.3542
1,290,4.6,1694,50,809,23,0,3,0,0,0,1,5.8213,2.7801,62.9067,14500,0,1.3749
0,68,1.3,583,10,281,26,1,1,0,0,1,0,8.4493,4.0725,51.9084,680,1,0.421
0,265,4.8,1770,51,723,55,1,3,1,0,0,0,6.6541,2.718,55.0936,13515,3,1.3241
0,414,7.3,2349,75,1092,51,0,4,0,1,0,0,5.6602,2.6313,56.6347,31050,3,1.9145
0,238,4.0,1414,47,661,41,1,3,0,0,0,0,5.9163,2.7657,59.3516,11186,2,1.1351
0,429,7.5,1921,61,1102,46,0,4,0,0,1,0,4.4674,2.5628,57.1238,26169,3,1.8006
0,39,1.9,541,16,294,37,0,1,0,0,1,0,13.525,7.35,20.4188,624,2,0.3637
0,248,4.6,1396,52,883,40,0,3,0,1,0,0,5.6064,3.5462,53.7961,12896,2,1.2348
0,541,9.4,2452,93,1811,53,1,5,0,0,1,0,4.524,3.3413,57.492,50313,3,2.4492
0,139,3.0,697,37,513,26,1,2,0,0,1,0,4.9786,3.6643,46.1794,5143,1,0.6708
1,289,5.0,1625,45,687,29,0,3,0,0,0,1,5.6034,2.369,57.6846,13005,1,1.3013
0,210,4.9,1657,55,765,49,1,3,0,0,1,0,7.8531,3.6256,42.7699,11550,3,1.2112
0,412,6.2,2201,68,1085,54,1,4,0,1,0,0,5.3293,2.6271,66.3446,28016,3,1.8589
0,318,6.6,2089,77,1126,49,1,4,0,0,0,0,6.5486,3.5298,48.1089,24486,3,1.6807
1,258,4.2,1315,44,762,59,1,3,0,0,0,1,5.0772,2.9421,61.2827,11352,3,1.176
0,258,4.3,1759,59,718,41,1,3,1,0,0,0,6.7915,2.7722,59.8608,15222,2,1.3067
0,189,4.8,1681,59,795,57,0,3,0,1,0,0,8.8474,4.1842,39.2931,11151,3,1.1961
1,155,2.4,954,39,441,51,0,2,0,0,0,1,6.1154,2.8269,64.3154,6045,3,0.7546
0,528,10.4,2717,87,2140,34,0,5,0,1,0,0,5.1361,4.0454,50.7205,45936,1,2.6478
1,549,11.1,2851,87,1814,56,0,5,0,0,0,1,5.1836,3.2982,49.4149,47763,3,2.5971
0,78,1.6,470,18,230,49,1,1,0,0,1,0,5.9494,2.9114,48.4472,1404,3,0.3796
1,444,6.0,1873,61,1093,39,1,4,0,0,0,1,4.209,2.4562,73.8769,27084,2,1.806
0,80,1.1,417,18,298,36,0,1,0,0,1,0,5.1481,3.679,72.0721,1440,2,0.3924
1,131,3.8,739,34,330,57,1,2,0,0,0,1,5.5985,2.5,34.3832,4454,3,0.5981
1,228,4.4,1734,46,804,57,1,3,0,0,0,1,7.5721,3.5109,51.7007,10488,3,1.2826
0,416,7.3,1882,62,1333,32,1,4,0,0,1,0,4.5132,3.1966,56.9083,25792,1,1.8583
0,586,9.3,2403,94,2332,21,0,5,0,0,0,0,4.0937,3.9727,62.9431,55084,0,2.7167
0,416,6.1,2279,71,1096,47,0,4,0,0,0,0,5.4652,2.6283,68.0851,29536,3,1.896
1,152,3.7,948,22,507,53,1,2,0,0,0,1,6.1961,3.3137,40.9704,3344,3,0.774
0,87,1.5,594,19,198,36,1,1,0,0,1,0,6.75,2.25,57.6159,1653,2,0.4232
0,329,6.8,1892,69,1383,23,0,4,1,0,0,0,5.7333,4.1909,48.3113,22701,0,1.7362
0,107,2.5,1176,24,545,29,1,2,0,1,0,0,10.8889,5.0463,42.6295,2568,1,0.7901
0,493,10.9,2928,88,2116,57,0,5,0,0,0,0,5.9271,4.2834,45.1879,43384,3,2.6501
1,182,4.8,1500,51,807,43,1,3,0,0,0,1,8.1967,4.4098,37.8378,9282,2,1.1287
1,102,2.9,918,37,362,20,1,2,0,0,0,1,8.9126,3.5146,35.0515,3774,0,0.6223
0,274,4.5,1356,54,869,53,0,3,0,0,0,0,4.9309,3.16,60.7539,14796,3,1.2593
1,143,3.6,988,26,504,45,1,2,0,0,0,1,6.8611,3.5,39.6122,3718,3,0.7711
0,66,1.3,369,14,195,32,0,1,0,0,0,0,5.5075,2.9104,50.3817,924,1,0.3117
0,420,7.7,2017,74,1187,24,1,4,0,0,1,0,4.791,2.8195,54.4747,31080,0,1.8516
0,582,8.4,2664,91,2493,55,1,5,0,0,1,0,4.5695,4.2762,69.2033,52962,3,2.8617
0,200,5.8,1291,50,965,52,0,3,0,0,0,0,6.4229,4.801,34.4234,10000,3,1.1523
0,493,8.5,2859,99,2450,47,0,5,0,0,0,0,5.7874,4.9595,57.9318,48807,3,2.7608
0,348,6.6,2398,66,1415,49,1,4,0,1,0,0,6.8711,4.0544,52.6475,22968,3,1.9498
0,238,5.1,1408,45,941,27,0,3,0,0,1,0,5.8912,3.9372,46.5753,10710,1,1.2453
0,33,2.0,318,11,173,42,1,1,0,0,1,0,9.3529,5.0882,16.4179,363,2,0.2307
0,267,5.9,1740,45,791,22,0,3,0,0,0,0,6.4925,2.9515,45.1777,12015,0,1.3446
1,492,10.0,2513,90,1968,31,0,5,0,0,0,1,5.0974,3.9919,49.1508,44280,1,2.4505
0,241,5.3,1767,58,976,38,1,3,0,0,0,0,7.3017,4.0331,45.3861,13978,2,1.3843
0,567,10.8,2911,89,1682,39,0,5,0,1,0,0,5.125,2.9613,52.4514,50463,2,2.5944
