App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,Operating System,Addicted,Usage_Intensity,Screen_Data_Ratio
331,7.4,2129,66,1459,53,0,1,1,7.04699,0.005068493150684932
589,9.2,2663,84,1774,45,1,0,1,15.68507,0.005183098591549295
472,6.8,2288,61,1356,52,0,0,1,10.79936,0.00501105379513633
78,1.1,437,14,143,27,1,0,0,0.34086,0.0076388888888888895
517,11.6,2798,90,2175,20,0,1,1,14.46566,0.005330882352941177
41,1.6,323,18,221,43,1,0,0,0.13243,0.007207207207207207
49,1.5,571,10,203,29,0,0,0,0.27979,0.007352941176470588
522,11.1,2821,86,1891,42,0,0,1,14.72562,0.0058668076109936575
97,2.7,612,36,508,53,0,0,0,0.59364,0.005304518664047152
411,7.4,1960,71,1264,40,0,1,1,8.0556,0.005849802371541502
566,8.6,2595,89,1657,51,1,0,1,14.6877,0.005186972255729795
559,8.2,2618,84,2102,22,1,1,1,14.63462,0.0038991916310033283
478,7.3,2340,69,1017,43,1,0,1,11.1852,0.007170923379174852
147,3.2,994,33,567,25,1,0,0,1.46118,0.005633802816901409
395,7.3,2291,61,1049,55,1,0,1,9.04945,0.006952380952380952
357,7.8,2289,74,1242,22,1,0,1,8.17173,0.006275140788415124
405,6.9,2366,61,1434,51,0,0,1,9.5823,0.0048083623693379795
501,11.8,2790,86,2074,31,1,0,1,13.9779,0.0056867469879518075
575,8.2,2918,88,1928,50,0,0,1,16.7785,0.004250907205806117
257,5.1,1692,46,769,52,1,0,0,4.34844,0.006623376623376623
270,5.0,1532,51,957,35,0,1,0,4.1364,0.005219206680584551
116,2.0,1171,22,573,33,1,0,0,1.35836,0.003484320557491289
98,2.3,608,24,394,56,0,1,0,0.59584,0.005822784810126582
264,5.1,1293,52,737,27,1,0,0,3.41352,0.006910569105691057
572,11.7,2655,91,2481,57,1,0,1,15.1866,0.004713940370668815
202,4.9,1549,43,964,27,1,0,0,3.12898,0.005077720207253887
83,1.4,454,11,228,46,0,1,0,0.37682,0.00611353711790393
32,1.4,416,12,198,56,0,1,0,0.13312,0.007035175879396984
168,3.2,716,38,414,43,0,1,0,1.20288,0.007710843373493976
416,6.1,2115,71,1041,22,1,1,1,8.7984,0.005854126679462572
46,1.1,536,18,167,28,1,0,0,0.24656,0.006547619047619048
201,5.0,1482,59,709,24,0,0,0,2.97882,0.007042253521126761
130,2.8,1062,24,579,37,0,0,0,1.3806,0.004827586206896551
98,2.4,747,36,403,44,1,0,0,0.73206,0.005940594059405941
105,3.8,967,28,489,51,0,0,0,1.01535,0.007755102040816326
94,2.3,1033,33,369,58,0,0,0,0.97102,0.006216216216216216
540,10.1,2757,90,2180,37,0,0,1,14.8878,0.0046309032553874365
266,5.5,1238,59,839,22,0,1,0,3.29308,0.006547619047619048
140,3.8,1137,36,506,53,0,1,0,1.5918,0.007495069033530572
534,10.4,2672,90,1702,51,0,0,1,14.26848,0.0061068702290076335
46,2.0,309,15,116,42,0,0,0,0.14214,0.017094017094017096
581,8.4,2591,99,2304,58,0,1,1,15.05371,0.003644251626898048
105,3.4,798,21,467,34,1,0,0,0.8379,0.007264957264957265
221,4.4,1341,46,862,20,0,0,0,2.96361,0.0050984936268829665
41,1.7,408,16,291,34,0,1,0,0.16728,0.005821917808219178
105,3.0,728,24,343,52,1,0,0,0.7644,0.00872093023255814
123,3.9,915,39,468,18,0,0,0,1.12545,0.008315565031982943
260,5.7,1725,56,920,36,1,0,0,4.485,0.006188925081433225
223,5.7,1295,44,751,39,0,0,0,2.88785,0.007579787234042554
66,1.1,505,17,218,33,0,0,0,0.3333,0.005022831050228311
231,4.0,1664,48,724,29,1,1,0,3.84384,0.005517241379310344
555,8.8,2540,97,2402,22,0,1,1,14.097,0.0036620890553474826
378,7.2,1859,61,1318,58,0,0,1,7.02702,0.005458680818802123
546,8.8,2852,81,1641,24,0,0,1,15.57192,0.00535931790499391
234,5.2,1604,58,919,58,0,0,0,3.75336,0.005652173913043478
152,3.0,617,22,306,22,1,0,0,0.93784,0.009771986970684038
34,1.2,518,10,170,20,1,0,0,0.17612,0.007017543859649123
179,3.5,1114,30,466,56,0,0,0,1.99406,0.007494646680942184
591,11.8,2953,92,1903,52,0,0,1,17.45223,0.006197478991596639
120,3.3,734,35,583,26,0,0,0,0.8808,0.005650684931506849
88,1.3,557,13,164,43,0,0,0,0.49016,0.00787878787878788
143,3.9,1160,24,398,45,0,1,0,1.6588,0.009774436090225564
74,1.6,436,13,182,27,1,1,0,0.32264,0.008743169398907104
74,1.6,587,15,275,27,1,1,0,0.43438,0.005797101449275362
234,4.7,1707,55,871,46,0,0,0,3.99438,0.005389908256880734
56,1.0,547,10,142,58,1,1,0,0.30632,0.006993006993006993
174,2.4,639,37,545,50,0,0,0,1.11186,0.004395604395604396
523,9.0,2696,91,1561,20,1,0,1,14.10008,0.005761843790012804
123,3.3,938,36,438,55,0,0,0,1.15374,0.007517084282460136
216,5.9,1789,54,987,55,0,0,0,3.86424,0.00597165991902834
290,4.6,1694,50,809,23,0,1,0,4.9126,0.005679012345679012
68,1.3,583,10,281,26,1,0,0,0.39644,0.004609929078014185
265,4.8,1770,51,723,55,1,0,0,4.6905,0.0066298342541436465
414,7.3,2349,75,1092,51,0,0,1,9.72486,0.006678865507776761
238,4.0,1414,47,661,41,1,0,0,3.36532,0.006042296072507553
429,7.5,1921,61,1102,46,0,0,1,8.24109,0.006799637352674524
39,1.9,541,16,294,37,0,0,0,0.21099,0.006440677966101695
248,4.6,1396,52,883,40,0,0,0,3.46208,0.005203619909502262
541,9.4,2452,93,1811,53,1,0,1,13.26532,0.0051876379690949225
139,3.0,697,37,513,26,1,0,0,0.96883,0.005836575875486381
289,5.0,1625,45,687,29,0,1,0,4.69625,0.007267441860465116
210,4.9,1657,55,765,49,1,0,0,3.4797,0.006396866840731071
412,6.2,2201,68,1085,54,1,0,1,9.06812,0.00570902394106814
318,6.6,2089,77,1126,49,1,0,1,6.64302,0.0058562555456965395
258,4.2,1315,44,762,59,1,1,0,3.3927,0.005504587155963303
258,4.3,1759,59,718,41,1,0,0,4.53822,0.005980528511821975
189,4.8,1681,59,795,57,0,0,0,3.17709,0.006030150753768844
155,2.4,954,39,441,51,0,1,0,1.4787,0.005429864253393665
528,10.4,2717,87,2140,34,0,0,1,14.34576,0.004857543204110229
549,11.1,2851,87,1814,56,0,1,1,15.65199,0.006115702479338843
78,1.6,470,18,230,49,1,0,0,0.3666,0.006926406926406926
444,6.0,1873,61,1093,39,1,1,1,8.31612,0.005484460694698354
80,1.1,417,18,298,36,0,0,0,0.3336,0.003678929765886288
131,3.8,739,34,330,57,1,1,0,0.96809,0.01148036253776435
228,4.4,1734,46,804,57,1,1,0,3.95352,0.005465838509316771
416,7.3,1882,62,1333,32,1,0,1,7.82912,0.005472263868065967
586,9.3,2403,94,2332,21,0,0,1,14.08158,0.003986283754822117
416,6.1,2279,71,1096,47,0,0,1,9.48064,0.005560619872379216
152,3.7,948,22,507,53,1,1,0,1.44096,0.007283464566929135
87,1.5,594,19,198,36,1,0,0,0.51678,0.007537688442211055
329,6.8,1892,69,1383,23,0,0,1,6.22468,0.004913294797687861
107,2.5,1176,24,545,29,1,0,0,1.25832,0.004578754578754579
493,10.9,2928,88,2116,57,0,0,1,14.43504,0.005148795465281058
182,4.8,1500,51,807,43,1,1,0,2.73,0.005940594059405941
102,2.9,918,37,362,20,1,1,0,0.93636,0.007988980716253443
274,4.5,1356,54,869,53,0,0,0,3.71544,0.005172413793103448
143,3.6,988,26,504,45,1,1,0,1.41284,0.007128712871287129
66,1.3,369,14,195,32,0,0,0,0.24354,0.00663265306122449
420,7.7,2017,74,1187,24,1,0,1,8.4714,0.006481481481481481
582,8.4,2664,91,2493,55,1,0,1,15.50448,0.003368083400160385
200,5.8,1291,50,965,52,0,0,0,2.582,0.006004140786749482
493,8.5,2859,99,2450,47,0,0,1,14.09487,0.00346797225622195
348,6.6,2398,66,1415,49,1,0,1,8.34504,0.004661016949152542
238,5.1,1408,45,941,27,0,0,0,3.35104,0.005414012738853503
33,2.0,318,11,173,42,1,0,0,0.10494,0.011494252873563218
267,5.9,1740,45,791,22,0,0,0,4.6458,0.00744949494949495
492,10.0,2513,90,1968,31,0,1,1,12.36396,0.005078720162519045
241,5.3,1767,58,976,38,1,0,0,4.25847,0.0054247697031729785
567,10.8,2911,89,1682,39,0,0,1,16.50537,0.006417112299465241
36,1.6,442,17,249,34,0,0,0,0.15912,0.0064
110,3.4,975,31,507,57,1,0,0,1.0725,0.0066929133858267716
466,7.1,1984,73,1461,54,0,0,1,9.24544,0.004856361149110807
126,2.2,1187,28,599,25,0,0,0,1.49562,0.003666666666666667
120,3.8,940,36,535,44,0,0,0,1.128,0.00708955223880597
64,1.2,592,19,218,25,0,1,0,0.37888,0.005479452054794521
574,8.5,2780,87,1809,34,1,0,1,15.9572,0.004696132596685083
119,2.2,1123,22,371,51,0,0,0,1.33637,0.0059139784946236566
350,6.5,2364,75,1485,20,0,0,1,8.274,0.004374158815612382
69,1.1,535,17,250,25,0,0,0,0.36915,0.004382470119521913
438,6.5,1849,64,1125,49,1,0,1,8.09862,0.005772646536412078
506,11.2,2623,98,2460,48,0,0,1,13.27238,0.004550995530272247
272,5.2,1390,45,792,57,1,0,0,3.7808,0.006557377049180328
224,4.5,1646,57,665,59,0,0,0,3.68704,0.006756756756756757
99,2.4,689,36,318,29,1,0,0,0.68211,0.007523510971786834
44,1.2,466,10,131,57,1,1,0,0.20504,0.00909090909090909
175,3.0,801,32,338,24,0,0,0,1.40175,0.008849557522123894
228,4.8,1639,47,796,42,1,0,0,3.73692,0.006022584692597239
589,11.8,2629,86,2479,43,1,0,1,15.48481,0.004758064516129033
339,7.9,1987,66,1191,47,0,0,1,6.73593,0.00662751677852349
431,6.4,2206,66,1200,23,1,1,1,9.50786,0.005328892589508743
190,4.7,1276,57,915,22,1,0,0,2.4244,0.005131004366812227
389,6.1,2087,67,1383,30,0,0,1,8.11843,0.0044075144508670516
139,3.3,937,24,573,25,1,0,0,1.30243,0.005749128919860627
289,5.9,1528,48,915,30,0,0,0,4.41592,0.0064410480349344984
593,11.1,2672,82,2258,34,1,0,1,15.84496,0.004913678618857902
576,9.5,2638,98,2281,38,1,0,1,15.19488,0.004163014899211218
592,9.4,2867,95,1701,27,1,0,1,16.97264,0.005522914218566393
567,10.5,2817,89,2194,52,0,1,1,15.97239,0.004783599088838269
170,2.5,740,21,537,25,1,1,0,1.258,0.004646840148698885
242,5.4,1307,48,642,28,0,0,0,3.16294,0.008398133748055987
275,5.5,1616,48,656,55,0,0,0,4.444,0.00837138508371385
544,9.7,2633,97,1727,28,1,0,1,14.32352,0.005613425925925925
50,2.0,362,17,182,34,1,0,0,0.181,0.01092896174863388
236,4.6,1750,45,971,21,1,0,0,4.13,0.004732510288065843
139,2.6,658,33,358,58,1,1,0,0.91462,0.007242339832869081
383,6.6,2155,74,1360,45,0,0,1,8.25365,0.004849375459221161
172,4.0,1047,32,508,21,1,0,0,1.80084,0.007858546168958742
455,6.2,1984,72,1287,42,0,0,1,9.0272,0.004813664596273292
157,2.5,1110,30,373,37,1,0,0,1.7427,0.0066844919786096255
173,3.8,605,23,583,32,0,1,0,1.04665,0.0065068493150684924
405,7.3,2082,75,1162,37,1,0,1,8.4321,0.0062768701633705935
387,6.6,2168,61,1246,19,1,1,1,8.39016,0.005292702485966319
201,4.9,1633,41,972,32,1,0,0,3.28233,0.005035971223021583
142,3.5,625,25,370,40,1,1,0,0.8875,0.009433962264150943
198,4.2,1392,43,640,27,0,0,0,2.75616,0.006552262090483619
361,7.6,2037,65,1056,55,0,0,1,7.35357,0.0071901608325449385
553,11.6,2914,81,1860,47,0,0,1,16.11442,0.006233207952713595
408,6.2,2245,69,1103,38,1,0,1,9.1596,0.005615942028985507
121,2.1,1188,21,578,18,0,0,0,1.43748,0.003626943005181347
71,1.4,508,15,265,33,1,0,0,0.36068,0.005263157894736842
46,1.6,440,10,265,31,0,1,0,0.2024,0.006015037593984963
290,4.4,1272,55,910,44,0,0,0,3.6888,0.004829857299670692
60,1.3,462,15,296,40,0,0,0,0.2772,0.004377104377104377
116,3.9,1132,26,498,35,1,0,0,1.31312,0.00781563126252505
86,1.7,312,16,227,32,0,0,0,0.26832,0.007456140350877193
291,5.3,1537,43,700,49,1,0,0,4.47267,0.007560627674750357
404,6.6,2181,77,1327,18,0,0,1,8.81124,0.004969879518072289
441,7.1,1928,74,1421,57,0,0,1,8.50248,0.004992967651195499
444,6.1,2229,73,1194,25,1,0,1,9.89676,0.005104602510460251
211,5.9,1757,42,864,56,1,0,0,3.70727,0.006820809248554913
537,9.1,2858,86,2158,22,0,0,1,15.34746,0.0042149143121815655
519,10.9,2571,93,2163,47,1,0,1,13.34349,0.005036968576709796
94,3.5,606,30,446,49,0,0,0,0.56964,0.007829977628635347
554,10.3,2776,83,1606,34,1,0,1,15.37904,0.006409458618543871
381,7.5,2216,66,1291,37,1,1,1,8.44296,0.005804953560371517
257,6.0,1715,49,916,40,1,0,0,4.40755,0.006543075245365322
47,1.1,532,18,122,36,0,0,0,0.25004,0.00894308943089431
527,10.0,2430,82,1737,27,1,1,1,12.8061,0.005753739930955121
148,2.7,625,34,416,27,0,0,0,0.925,0.006474820143884893
191,5.7,1414,53,991,19,1,1,0,2.70074,0.005745967741935484
71,1.9,571,10,117,43,1,0,0,0.40541,0.016101694915254237
73,1.3,538,19,175,30,1,0,0,0.39274,0.007386363636363636
149,3.1,1191,28,563,29,0,0,0,1.77459,0.00549645390070922
197,4.4,1665,44,608,43,1,0,0,3.28005,0.007224958949096881
328,6.1,1975,72,1101,24,0,0,1,6.478,0.005535390199637023
424,7.5,1995,75,1228,36,0,0,1,8.4588,0.006102522375915379
111,3.6,627,26,464,39,1,0,0,0.69597,0.007741935483870968
159,3.7,630,33,575,30,0,0,0,1.0017,0.006423611111111112
580,11.5,2767,84,2341,36,1,0,1,16.0486,0.004910333048676345
379,7.7,1809,64,1050,22,1,0,1,6.85611,0.007326355851569933
217,4.2,1500,42,677,26,1,0,0,3.255,0.006194690265486726
447,6.3,1959,63,1441,48,0,0,1,8.75673,0.004368932038834952
512,10.5,2538,82,1694,41,0,0,1,12.99456,0.006194690265486726
511,10.8,2529,91,2387,21,0,0,1,12.92319,0.004522613065326634
140,2.5,825,31,347,59,0,0,0,1.155,0.007183908045977011
114,3.0,1131,31,596,28,0,0,0,1.28934,0.005025125628140704
192,4.3,1382,42,905,47,1,0,0,2.65344,0.004746136865342163
325,6.0,2244,70,1296,30,1,1,1,7.293,0.004626060138781804
83,1.2,545,15,284,44,0,0,0,0.45235,0.004210526315789474
122,3.0,922,32,373,43,0,0,0,1.12484,0.008021390374331552
138,2.1,660,22,424,41,1,0,0,0.9108,0.004941176470588235
182,5.3,1278,42,885,54,1,0,0,2.32596,0.005981941309255079
425,6.0,1928,72,1150,53,1,0,1,8.194,0.005212858384013901
580,10.4,2496,81,2441,37,1,0,1,14.4768,0.004258804258804259
203,4.0,1323,56,787,21,0,0,0,2.68569,0.005076142131979695
258,4.9,1596,56,937,40,1,0,0,4.11768,0.0052238805970149255
551,8.5,2927,92,1901,51,0,1,1,16.12777,0.004468980021030494
507,9.6,2606,95,1543,48,0,1,1,13.21242,0.0062176165803108805
57,1.3,489,16,131,37,0,0,0,0.27873,0.00984848484848485
553,10.2,2911,82,2441,44,0,0,1,16.09783,0.004176904176904177
49,1.1,395,16,153,46,1,0,0,0.19355,0.0071428571428571435
106,4.0,1158,23,493,18,0,0,0,1.22748,0.008097165991902834
119,3.7,608,36,461,52,0,0,0,0.72352,0.008008658008658008
288,5.4,1476,49,767,36,1,0,0,4.25088,0.00703125
225,5.6,1388,55,965,36,1,0,0,3.123,0.0057971014492753615
342,7.0,1826,71,1077,26,1,0,1,6.24492,0.006493506493506494
292,4.2,1407,54,867,59,0,0,0,4.10844,0.004838709677419355
218,5.0,1475,46,972,59,1,1,0,3.2155,0.0051387461459403904
64,1.8,351,15,274,56,0,0,0,0.22464,0.006545454545454545
453,7.4,2363,65,1046,41,1,0,1,10.70439,0.007067812798471825
42,1.8,417,15,284,21,0,0,0,0.17514,0.00631578947368421
36,1.5,310,15,272,45,0,0,0,0.1116,0.005494505494505495
55,1.8,328,12,196,31,1,0,0,0.1804,0.009137055837563452
210,5.0,1614,53,679,55,1,1,0,3.3894,0.007352941176470588
227,5.2,1446,46,920,59,0,1,0,3.28242,0.005646036916395223
47,1.2,437,18,234,55,0,0,0,0.20539,0.005106382978723404
461,6.3,1988,62,1004,21,0,1,1,9.16468,0.00626865671641791
94,3.1,1078,38,489,25,0,0,0,1.01332,0.006326530612244898
216,5.1,1483,54,977,45,1,0,0,3.20328,0.0052147239263803675
496,10.2,2587,84,1921,56,1,1,1,12.83152,0.005306971904266389
138,3.2,1142,31,366,29,1,0,0,1.57596,0.008719346049046322
318,6.6,2055,67,1253,43,0,1,1,6.5349,0.005263157894736842
96,3.4,1198,39,401,48,1,0,0,1.15008,0.00845771144278607
510,10.7,2433,90,1729,47,0,0,1,12.4083,0.0061849710982658955
83,1.1,546,10,289,32,1,0,0,0.45318,0.0037931034482758625
417,6.2,2074,63,1135,35,1,0,1,8.64858,0.00545774647887324
538,9.8,2778,91,2080,35,1,0,1,14.94564,0.0047092743873137916
63,1.8,321,11,271,42,0,0,0,0.20223,0.006617647058823529
50,1.4,443,16,255,26,1,0,0,0.2215,0.00546875
502,8.2,2597,90,1553,27,0,0,1,13.03694,0.005276705276705276
105,3.3,723,35,566,46,0,0,0,0.75915,0.00582010582010582
186,4.8,1494,53,949,20,1,0,0,2.77884,0.0050526315789473685
174,2.9,1197,23,345,20,1,0,0,2.08278,0.00838150289017341
89,1.3,314,16,201,58,1,0,0,0.27946,0.006435643564356436
66,1.5,565,17,283,42,1,1,0,0.3729,0.00528169014084507
389,6.3,2294,76,1334,53,0,1,1,8.92366,0.004719101123595505
186,5.4,1627,58,790,31,1,0,0,3.02622,0.006826801517067004
149,2.0,1041,39,356,49,0,0,0,1.55109,0.0056022408963585435
69,1.7,519,10,167,51,1,1,0,0.35811,0.01011904761904762
206,5.2,1632,47,694,30,0,0,0,3.36192,0.007482014388489209
49,1.2,365,19,144,29,0,0,0,0.17885,0.008275862068965517
594,10.5,2839,91,1647,56,0,0,1,16.86366,0.006371359223300971
104,3.7,1028,29,493,39,0,0,0,1.06912,0.007489878542510122
262,5.6,1489,59,628,54,1,0,0,3.90118,0.008903020667726549
278,5.3,1368,56,894,40,1,0,0,3.80304,0.005921787709497206
463,6.8,2358,68,1236,43,1,0,1,10.91754,0.00549717057396928
505,9.6,2464,91,2375,35,0,0,1,12.4432,0.00404040404040404
50,1.5,387,12,146,59,0,0,0,0.1935,0.01020408163265306
138,3.1,947,29,545,48,0,0,0,1.30686,0.0056776556776556774
130,3.2,1189,37,448,45,0,0,0,1.5457,0.0071269487750556795
469,6.4,1858,78,1297,55,1,0,1,8.71402,0.004930662557781202
555,10.3,2568,83,2003,52,0,0,1,14.2524,0.005139720558882236
198,5.4,1544,53,635,53,0,1,0,3.05712,0.008490566037735849
529,11.4,2891,82,1845,46,0,0,1,15.29339,0.006175514626218852
205,5.5,1699,49,729,36,0,0,0,3.48295,0.007534246575342466
170,2.4,1039,38,334,23,0,1,0,1.7663,0.007164179104477612
160,3.2,648,31,339,27,1,0,0,1.0368,0.009411764705882354
81,1.6,387,13,224,48,0,1,0,0.31347,0.0071111111111111115
468,7.3,1937,64,1209,22,0,0,1,9.06516,0.0060330578512396696
500,11.2,2925,84,2438,27,0,0,1,14.625,0.004592045920459204
37,1.6,490,18,216,52,0,0,0,0.1813,0.007373271889400922
522,11.4,2776,93,1768,27,1,0,1,14.49072,0.00644431882419446
81,1.5,545,17,159,40,0,0,0,0.44145,0.009375
141,3.8,689,38,576,34,0,0,0,0.97149,0.00658578856152513
115,3.5,706,26,495,52,1,0,0,0.8119,0.007056451612903226
298,4.6,1525,59,814,36,1,0,0,4.5445,0.005644171779141104
33,1.8,334,16,113,36,1,1,0,0.11022,0.015789473684210527
307,6.1,2105,76,1111,25,1,0,1,6.46235,0.005485611510791366
380,7.6,2354,77,1191,30,0,0,1,8.9452,0.0063758389261744965
190,5.5,1718,58,815,42,0,0,0,3.2642,0.006740196078431373
75,1.6,325,12,225,45,0,0,0,0.24375,0.007079646017699116
218,4.0,1221,47,822,25,0,0,0,2.66178,0.004860267314702308
412,6.6,1859,67,1393,18,0,0,1,7.65908,0.004734576757532281
335,7.7,2037,68,1007,18,0,0,1,6.82395,0.007638888888888889
387,6.3,2098,61,1178,54,0,0,1,8.11926,0.0053435114503816794
261,4.9,1589,56,824,52,1,0,0,4.14729,0.00593939393939394
541,9.5,2424,98,1550,32,0,0,1,13.11384,0.0061250805931656995
195,5.7,1447,48,679,30,0,0,0,2.82165,0.008382352941176471
178,4.0,856,37,569,51,1,1,0,1.52368,0.007017543859649123
378,6.7,1898,78,1455,48,1,0,1,7.17444,0.004601648351648352
505,8.6,2792,82,1709,31,0,0,1,14.0996,0.005029239766081871
564,9.7,2422,83,1985,34,1,0,1,13.66008,0.004884189325276938
92,3.9,1082,26,381,22,0,1,0,0.99544,0.010209424083769634
316,6.8,1965,68,1201,59,0,0,1,6.2094,0.005657237936772046
99,3.1,942,22,457,50,1,0,0,0.93258,0.006768558951965066
62,1.7,431,13,224,44,0,0,0,0.26722,0.007555555555555555
212,5.4,1306,49,828,23,1,0,0,2.76872,0.006513872135102534
